orderItemID,orderID,food,orderedBy,orderType,food_name,food_type,food_cuisine,ingredients,dateOfBirth,feedback
643249bf362c27c707fe2ba0,64316ada362c27c707fe228e,64315e59362c27c707fe1595,64315d86362c27c707fe154e,3,Aligot,Vegetarian,French,"Cheese
Potato
Cream
Butter
Garlic
Salt
Mozzarella
Gruyère cheese
Black pepper
Unsalted butter",2005-04-01,5
643249bf362c27c707fe2b9e,64316ada362c27c707fe228e,64315e59362c27c707fe15cb,64315d86362c27c707fe154e,3,Stir Fried Prawns,Non-vegetarian,Tai,"Prawns
Garlic
Ginger
Onion
Snow peas
Broccolini
Light soy
Sesame oil
Chinease wine
Peper
Oyster sauce",2005-04-01,5
643249be362c27c707fe27ae,64316ada362c27c707fe213e,64315e59362c27c707fe1589,64315d86362c27c707fe154e,5,Tuscan White Bean Salad,Vegetarian,Italian,"Cannellini
Vegitables
Cherry tomatoes
Onions
Parsley
Mint leaves
Lemon
Cheese
Pepper
Olive oil",2005-04-01,1
643249be362c27c707fe27b0,64316ada362c27c707fe213e,64315e59362c27c707fe1591,64315d86362c27c707fe154e,5,Creamy Garlic Salmon,Non-vegetarian,Italian,"Salmon
Salt
Pepper
Olive oil
Butter
Garlic
Onion
White wine 
Oil
 Spinach leaves
Parmesan cheese
Cornflour
Parsley",2005-04-01,1
643249be362c27c707fe27af,64316ada362c27c707fe213e,64315e59362c27c707fe15bb,64315d86362c27c707fe154e,5,Yakitori,Non-vegetarian,Japanese,"Chicken
Sake
Garlic
Soy Sauce
Mirin
Scallion",2005-04-01,1
643249be362c27c707fe27ac,64316ada362c27c707fe213e,64315e59362c27c707fe15bf,64315d86362c27c707fe154e,5,Tofu Pad Thai,Vegetarian,Tai,"Tamarind paste
Lime
Coconut aminos 
Sugar
Chili garlic sauce
Vegetarian Fish Sauce 
Sesame oil
Chili flakes 
Garlic
Bean sprouts
Peanuts
Pad Thai rice noodles
Peanut sauce
Carrot
Cilantro
Chili Garlic Sauce",2005-04-01,1
643249be362c27c707fe27ad,64316ada362c27c707fe213e,64315e59362c27c707fe1572,64315d86362c27c707fe154e,5,Vegitable Roti,Vegetarian,Sri Lankan,"Flour
Vegitables
Coconut oil
Yeast
Sri Lankan spices",2005-04-01,1
643249be362c27c707fe28bd,64316ada362c27c707fe2196,64315e59362c27c707fe1589,64315d86362c27c707fe154e,6,Tuscan White Bean Salad,Vegetarian,Italian,"Cannellini
Vegitables
Cherry tomatoes
Onions
Parsley
Mint leaves
Lemon
Cheese
Pepper
Olive oil",2005-04-01,2
643249be362c27c707fe28be,64316ada362c27c707fe2196,64315e59362c27c707fe15c4,64315d86362c27c707fe154e,6,Spicy Thai Noodles,Vegetarian,Tai,"Pasta
Red pepper
Vegetable oil
Sesame oil
Chili paste
Soy sauce
Honey
Carrots
Peanuts
Cilantro
Sriracha
Sesame seeds ",2005-04-01,2
643249bf362c27c707fe2aba,64316ada362c27c707fe223c,64315e59362c27c707fe1589,64315d86362c27c707fe154e,4,Tuscan White Bean Salad,Vegetarian,Italian,"Cannellini
Vegitables
Cherry tomatoes
Onions
Parsley
Mint leaves
Lemon
Cheese
Pepper
Olive oil",2005-04-01,1
643249bf362c27c707fe2abb,64316ada362c27c707fe223c,64315e59362c27c707fe158e,64315d86362c27c707fe154e,4,Pasta Bake with Sausage,Non-vegetarian,Italian,"Olive oil
Pork sausages
Onion
Garlic
Chilli
Tomatoes
Pasta ",2005-04-01,1
643249be362c27c707fe29bd,64316ada362c27c707fe21e6,64315e59362c27c707fe15d2,64315d86362c27c707fe154e,1,Avocado Toast,Vegetarian,American,"Bread
Avocado
Salt",2005-04-01,4
643249be362c27c707fe29bc,64316ada362c27c707fe21e6,64315e59362c27c707fe15e4,64315d86362c27c707fe154e,1,Giouvetsi,Non-vegetarian,Greek,"Orzo
Pasta
Cheese
Tomato
Onion
Garlic
Beef
Olive oil
Feta
Salt
Tomato paste
Black pepper
Red Wine
Cinnamon stick",2005-04-01,4
643249bf362c27c707fe2a45,64316ada362c27c707fe2215,64315e59362c27c707fe15cf,64315d86362c27c707fe154e,10,Maque Choux,Vegetarian,American,"Maize
Butter
Onion
Bell Pepper
Tomato
Cream
Garlic
Salt
Minced garlic
Black pepper
Celery",2005-04-01,5
643249bf362c27c707fe2a43,64316ada362c27c707fe2215,64315e59362c27c707fe15b0,64315d86362c27c707fe154e,10,Vegetarian Japanese Curry,Vegetarian,Japanese,"Cauliflower
Corn
Green beans
Okra
Zcchini
Crimini mushroom
Portobello mushroom
Shiitake mushroom
",2005-04-01,5
643249bf362c27c707fe2a42,64316ada362c27c707fe2215,64315e59362c27c707fe156b,64315d86362c27c707fe154e,10,Pol Roti with chili salad ,Vegetarian,Sri Lankan,"Flour
Coconut
Onion
Green chili
Sri Lankan spices",2005-04-01,5
643249bf362c27c707fe2a44,64316ada362c27c707fe2215,64315e59362c27c707fe1574,64315d86362c27c707fe154e,10,string hoppers,Vegetarian,Sri Lankan,"Rice flour
",2005-04-01,5
643249be362c27c707fe2948,64316ada362c27c707fe21c1,64315e59362c27c707fe15d7,64315d86362c27c707fe154e,10,Corn Dog,Non-vegetarian,American,"Flour
Egg
Cornmeal
Salt
Baking Powder
Buttermilk
Sausage",2005-04-01,2
643249be362c27c707fe2947,64316ada362c27c707fe21c1,64315e59362c27c707fe158a,64315d86362c27c707fe154e,10,Italian Giardiniera ,Vegetarian,Italian,"Green bell peppers
Red bell peppers
Jalapeno peppers
Celery stalk
Carrot
Onion
Cauliflower
Salt
Green olives
Garlic
Dried oregano
Red pepper
Black pepper
White vinegar
Olive oil",2005-04-01,2
643249be362c27c707fe2949,64316ada362c27c707fe21c1,64315e59362c27c707fe15a4,64315d86362c27c707fe154e,10,Garlic Sesame Noodles,Vegetarian,Chinese,"Oil
Sriracha
Soy sauce
Garlic
Sesame oil
Ginger
Rice vinegar
Honey
Rice noodles
",2005-04-01,2
643249bf362c27c707fe2aa5,64316ada362c27c707fe2235,64315e59362c27c707fe15bb,64315d86362c27c707fe154e,4,Yakitori,Non-vegetarian,Japanese,"Chicken
Sake
Garlic
Soy Sauce
Mirin
Scallion",2005-04-01,5
643249bf362c27c707fe2aa4,64316ada362c27c707fe2235,64315e59362c27c707fe15cb,64315d86362c27c707fe154e,4,Stir Fried Prawns,Non-vegetarian,Tai,"Prawns
Garlic
Ginger
Onion
Snow peas
Broccolini
Light soy
Sesame oil
Chinease wine
Peper
Oyster sauce",2005-04-01,5
643249c0362c27c707fe2e5b,64316ada362c27c707fe2378,64315e59362c27c707fe15a5,64315d86362c27c707fe154e,4,Lo Mein,Vegetarian,Chinese,"Sauce
Vegetable
Chicken
Garlic
Sesame
Soy Sauce
Scallion
Chili pepper
Oyster Sauce
Onion
Cabbage
Bell Pepper
Minced garlic",2005-04-01,4
643249bf362c27c707fe2c9b,64316ada362c27c707fe22e3,64315e59362c27c707fe15de,64315d86362c27c707fe154e,6,Jackfruit Gyro ,Vegetarian,Greek,"Olive oil
Onion
Garlic
Ground cloves
Cinnamon
Ground cumin
Dry oregano
Chilli powe
Tomato 
jackfruit 
Soy sauce
Maple syrup
White pepper
Apple cider vinegar
cucumber
sweet cherry tomatoes",2005-04-01,3
643249bf362c27c707fe2c9d,64316ada362c27c707fe22e3,64315e59362c27c707fe15b8,64315d86362c27c707fe154e,6,Sashimi,Non-vegetarian,Japanese,"Soy sauce
Sesame
Wasabi
Sushi grade fish",2005-04-01,3
643249bf362c27c707fe2c9c,64316ada362c27c707fe22e3,64315e59362c27c707fe15e1,64315d86362c27c707fe154e,6,Tzatziki ,Vegetarian,Greek,"Cucumber 
Greek yogurt
Olive oil
Fresh mint 
Lemon 
Garlic
Salt",2005-04-01,3
643249be362c27c707fe2742,64316ada362c27c707fe211d,64315e59362c27c707fe157e,64315d86362c27c707fe154e,1,Thandoori lamb chops,Non-vegetarian,Indian,"Yogurt
Lamb chops
Lemon
Garlic 
Salt
Gram masala
Chili powder
Turmeric powder
Ginger",2005-04-01,4
643249be362c27c707fe2744,64316ada362c27c707fe211d,64315e59362c27c707fe1599,64315d86362c27c707fe154e,1,Gratin dauphinois,Vegetarian,French,"Potato
Cream
Milk
Butter
Garlic
Salt
Gruyère cheese
Black pepper
Nutmeg",2005-04-01,4
643249be362c27c707fe2741,64316ada362c27c707fe211d,64315e59362c27c707fe15c0,64315d86362c27c707fe154e,1,Thai Coconut Rice,Vegetarian,Tai,"Rice 
Coconut milk 
White sugar
Salt
Pandan leaves
Lime leaves 
Coconut ",2005-04-01,4
643249be362c27c707fe2743,64316ada362c27c707fe211d,64315e59362c27c707fe15e5,64315d86362c27c707fe154e,1,Moussaka,Non-vegetarian,Greek,"Eggplant
Potato
Ground meat
Cheese
Tomato
Egg
Mutton
Onion
Garlic
Salt
Olive oil
Milk
Flour
Butter
Black pepper
Ground beef
Parmesan
Ground cinnamon
Fresh oregano",2005-04-01,4
643249be362c27c707fe2745,64316ada362c27c707fe211d,64315e59362c27c707fe15e4,64315d86362c27c707fe154e,1,Giouvetsi,Non-vegetarian,Greek,"Orzo
Pasta
Cheese
Tomato
Onion
Garlic
Beef
Olive oil
Feta
Salt
Tomato paste
Black pepper
Red Wine
Cinnamon stick",2005-04-01,4
643249bf362c27c707fe2be5,64316ada362c27c707fe22a5,64315e59362c27c707fe1598,64315d86362c27c707fe154e,7,Tartiflette without bacon chunks,Vegetarian,French,"Potatoes
Leeks
Onions
Garlic 
Cheese
Cheddar cheese
Vegetarian bacon
Soya cream
Salt
Pepper",2005-04-01,3
643249bf362c27c707fe2be2,64316ada362c27c707fe22a5,64315e59362c27c707fe15db,64315d86362c27c707fe154e,7,Skordalia ,Vegetarian,Greek,"Garlic
Potatoa
Olive oil
Salt
Lemon
Black pepper
Juice
Red wine vinegar",2005-04-01,3
643249bf362c27c707fe2be4,64316ada362c27c707fe22a5,64315e59362c27c707fe15d1,64315d86362c27c707fe154e,7,Fried Green Tomatoes,Vegetarian,American,"Green tomatoes
Eggs
Milk
Flour
Cornmeal
Bread crumbs
Salt
Black pepper
Vegetable oil",2005-04-01,3
643249bf362c27c707fe2be3,64316ada362c27c707fe22a5,64315e59362c27c707fe15e4,64315d86362c27c707fe154e,7,Giouvetsi,Non-vegetarian,Greek,"Orzo
Pasta
Cheese
Tomato
Onion
Garlic
Beef
Olive oil
Feta
Salt
Tomato paste
Black pepper
Red Wine
Cinnamon stick",2005-04-01,3
643249bf362c27c707fe2c0d,64316ada362c27c707fe22b1,64315e59362c27c707fe156b,64315d86362c27c707fe154e,3,Pol Roti with chili salad ,Vegetarian,Sri Lankan,"Flour
Coconut
Onion
Green chili
Sri Lankan spices",2005-04-01,1
643249bf362c27c707fe2c0b,64316ada362c27c707fe22b1,64315e59362c27c707fe15d0,64315d86362c27c707fe154e,3,Festival,Vegetarian,American,"Flour
Fine cornmeal
Brown sugar
Baking powder
Salt
Milk",2005-04-01,1
643249bf362c27c707fe2c0c,64316ada362c27c707fe22b1,64315e59362c27c707fe15e5,64315d86362c27c707fe154e,3,Moussaka,Non-vegetarian,Greek,"Eggplant
Potato
Ground meat
Cheese
Tomato
Egg
Mutton
Onion
Garlic
Salt
Olive oil
Milk
Flour
Butter
Black pepper
Ground beef
Parmesan
Ground cinnamon
Fresh oregano",2005-04-01,1
643249bf362c27c707fe2c0a,64316ada362c27c707fe22b1,64315e59362c27c707fe159e,64315d86362c27c707fe154e,3,Cassoulet,Non-vegetarian,French,"Sausage
Beans
Chicken
Navy Beans
Pork
Tomato
Salt
Onion
Garlic
Bacon
Carrot
Bread crumbs
Olive oil
Black pepper
Thyme",2005-04-01,1
643249bf362c27c707fe2c09,64316ada362c27c707fe22b1,64315e59362c27c707fe159e,64315d86362c27c707fe154e,3,Cassoulet,Non-vegetarian,French,"Sausage
Beans
Chicken
Navy Beans
Pork
Tomato
Salt
Onion
Garlic
Bacon
Carrot
Bread crumbs
Olive oil
Black pepper
Thyme",2005-04-01,1
643249c0362c27c707fe2e2b,64316ada362c27c707fe236a,64315e59362c27c707fe15e1,64315d86362c27c707fe154e,6,Tzatziki ,Vegetarian,Greek,"Cucumber 
Greek yogurt
Olive oil
Fresh mint 
Lemon 
Garlic
Salt",2005-04-01,4
643249c0362c27c707fe2e2c,64316ada362c27c707fe236a,64315e59362c27c707fe159b,64315d86362c27c707fe154e,6,Salmon en papillote,Non-vegetarian,French,"salmon
zucchini
Garnish
Lemon
Olive oil
Salt
Black pepper",2005-04-01,4
643249bf362c27c707fe2bc3,64316ada362c27c707fe229a,64315e59362c27c707fe15e4,64315d86362c27c707fe154e,3,Giouvetsi,Non-vegetarian,Greek,"Orzo
Pasta
Cheese
Tomato
Onion
Garlic
Beef
Olive oil
Feta
Salt
Tomato paste
Black pepper
Red Wine
Cinnamon stick",2005-04-01,3
643249be362c27c707fe2734,64316ada362c27c707fe2115,64315e59362c27c707fe157b,64315d86362c27c707fe154e,8,Malai kofta,Vegetarian,Indian,"Tomato
Onion
Salt
Garlic
Cashews
Ginger
Oil
Butter
Bay leaf
Heavy cream
Coriander powder
Cloves
Cinnamon
Cardamoms
Gram masala
Ginger",2005-04-01,4
643249be362c27c707fe27c8,64316ada362c27c707fe2147,64315e59362c27c707fe15a6,64315d86362c27c707fe1536,5,Vegetable Chow Mein,Vegetarian,Chinese,"Bell peppers
Green beans
Bok choy
Peas
Snow peas
Green onions
Mushrooms
Vegetable oil
Cabbage
Broccoli 
Carrot
Garlic 
Soy sauce
Sodium soy sauce
Oyster sauce
Noodles 
Bean sprouts
Sesame seeds",1994-10-12,2
643249be362c27c707fe27c9,64316ada362c27c707fe2147,64315e59362c27c707fe156b,64315d86362c27c707fe1536,5,Pol Roti with chili salad ,Vegetarian,Sri Lankan,"Flour
Coconut
Onion
Green chili
Sri Lankan spices",1994-10-12,2
643249be362c27c707fe2747,64316ada362c27c707fe211e,64315e59362c27c707fe15a6,64315d86362c27c707fe1536,6,Vegetable Chow Mein,Vegetarian,Chinese,"Bell peppers
Green beans
Bok choy
Peas
Snow peas
Green onions
Mushrooms
Vegetable oil
Cabbage
Broccoli 
Carrot
Garlic 
Soy sauce
Sodium soy sauce
Oyster sauce
Noodles 
Bean sprouts
Sesame seeds",1994-10-12,1
643249be362c27c707fe2748,64316ada362c27c707fe211e,64315e59362c27c707fe15ea,64315d86362c27c707fe1536,6,Kleftiko,Non-vegetarian,Greek,"Leg of lamb
Onions
Bell peppers (green, red, orange)
Garlic
Mustard
Lemon
Dried oregano
Olive oil
Dry white wine
Yellow cheese
Potatoes
Tomato
Pepper
Salt
",1994-10-12,1
643249be362c27c707fe2746,64316ada362c27c707fe211e,64315e59362c27c707fe15df,64315d86362c27c707fe1536,6,Greek Green Beans ,Vegetarian,Greek,"Green beans
Olive oil
Onions
Garlic
Tomatoes
Sugar
Parsley
Salt
Pepper",1994-10-12,1
643249bf362c27c707fe2d66,64316ada362c27c707fe232b,64315e59362c27c707fe1579,64315d86362c27c707fe1536,10,Jeera rice,Vegetarian,Indian,"Cinnoman
Bay leaf
Cloves
Green cardomom
Basmathi rice
Cumin seeds",1994-10-12,2
643249bf362c27c707fe2d65,64316ada362c27c707fe232b,64315e59362c27c707fe15a0,64315d86362c27c707fe1536,10,Boeuf bourguignon,Non-vegetarian,French,"Beef
Red Wine
Carrot
Onion
Mushroom
Garlic
Butter
Salt
Bacon
Flour
Stock
Parsley
Tomato
Black pepper
Olive oil
Thyme",1994-10-12,2
643249bf362c27c707fe2d63,64316ada362c27c707fe232b,64315e59362c27c707fe15c5,64315d86362c27c707fe1536,10,Thai Pumpkin Soup,Vegetarian,Tai,"Pumpkin 
Sunflower oil
Onion
Ginger
Lemongrass
Thai red curry paste
Coconut milk
Vegetable stock
Lime
Sugar
Red chilli",1994-10-12,2
643249bf362c27c707fe2d67,64316ada362c27c707fe232b,64315e59362c27c707fe15df,64315d86362c27c707fe1536,10,Greek Green Beans ,Vegetarian,Greek,"Green beans
Olive oil
Onions
Garlic
Tomatoes
Sugar
Parsley
Salt
Pepper",1994-10-12,2
643249bf362c27c707fe2d64,64316ada362c27c707fe232b,64315e59362c27c707fe157a,64315d86362c27c707fe1536,10,Jeera Alo,Vegetarian,Indian,"Potato
Cumin
Chili pepper
Coriander
Salt
Dhaniya Powder
Chili powder
Lemon
Textured vegetable protein",1994-10-12,2
643249be362c27c707fe2831,64316ada362c27c707fe2169,64315e59362c27c707fe15d2,64315d86362c27c707fe1536,2,Avocado Toast,Vegetarian,American,"Bread
Avocado
Salt",1994-10-12,1
643249be362c27c707fe2832,64316ada362c27c707fe2169,64315e59362c27c707fe15e0,64315d86362c27c707fe1536,2,Spanakopita,Vegetarian,Greek,"Spinach
Filo pastry
Cheese
Feta
Egg
Ricotta
Butter
Onion
Olive oil
Garlic
Dill
Scallion",1994-10-12,1
643249be362c27c707fe2833,64316ada362c27c707fe2169,64315e59362c27c707fe15d6,64315d86362c27c707fe1536,2,Chicken Over Rice,Non-vegetarian,American,"chicken
Lemon 
Oregano
Coriander seed
Garlic
Olive oil
Salt 
Black pepper
Canola oil
Butter
Turmeric
Ground cumin
Basmati rice
Mayonnaise
Greek yogurt
Sugar
White vinegar
Parsley
Tomato",1994-10-12,1
643249bf362c27c707fe2ba1,64316ada362c27c707fe228f,64315e59362c27c707fe15a1,64315d86362c27c707fe1536,3,Chicken cordon bleu,Non-vegetarian,French,"Chicken
Cheese
Ham
Egg
Chicken breast
Bread crumbs
Butter
Garlic
Flour
Salt
Black pepper
Parmesan
Swiss cheese
Dijon mustard",1994-10-12,2
643249bf362c27c707fe2ba2,64316ada362c27c707fe228f,64315e59362c27c707fe156b,64315d86362c27c707fe1536,3,Pol Roti with chili salad ,Vegetarian,Sri Lankan,"Flour
Coconut
Onion
Green chili
Sri Lankan spices",1994-10-12,2
643249bf362c27c707fe2ba3,64316ada362c27c707fe228f,64315e59362c27c707fe15b6,64315d86362c27c707fe1536,3, Yaki Onigiri,Vegetarian,Japanese,"Rice 
Salt
Neutral-flavored oil
Soy sauce",1994-10-12,2
643249bf362c27c707fe2ba5,64316ada362c27c707fe228f,64315e59362c27c707fe158c,64315d86362c27c707fe1536,3,Chicken Milanese,Non-vegetarian,Italian,"Eggs
Salt
Black pepper
Flour
Bread crumbs
Chicken
Vegetable oil
Lemon",1994-10-12,2
643249bf362c27c707fe2ba4,64316ada362c27c707fe228f,64315e59362c27c707fe15cb,64315d86362c27c707fe1536,3,Stir Fried Prawns,Non-vegetarian,Tai,"Prawns
Garlic
Ginger
Onion
Snow peas
Broccolini
Light soy
Sesame oil
Chinease wine
Peper
Oyster sauce",1994-10-12,2
643249bf362c27c707fe2a5b,64316ada362c27c707fe221c,64315e59362c27c707fe1599,64315d86362c27c707fe1536,8,Gratin dauphinois,Vegetarian,French,"Potato
Cream
Milk
Butter
Garlic
Salt
Gruyère cheese
Black pepper
Nutmeg",1994-10-12,2
643249bf362c27c707fe2a5a,64316ada362c27c707fe221c,64315e59362c27c707fe158d,64315d86362c27c707fe1536,8,Tuscan Lamb Shanks,Non-vegetarian,Italian,"Lamb shanks
Salt
Pepper
Olive oil
Garlic
Tomatoes
Chicken
Olives
Fresh rosemary
Cannellini beans
Green peas
Parsley",1994-10-12,2
643249bf362c27c707fe2a5c,64316ada362c27c707fe221c,64315e59362c27c707fe157d,64315d86362c27c707fe1536,8,Pina colada with pork ribs,Non-vegetarian,Indian,"Pork
Oil
Pine apple
Salt
Jaggery
Giner
Mint leaves",1994-10-12,2
643249be362c27c707fe27c7,64316ada362c27c707fe2146,64315e59362c27c707fe1582,64315d86362c27c707fe1536,5,Chicken Malai Kebab,Non-vegetarian,Indian,"Chicken
Oil
Coriander leaves
Butter
Masala powder
Fresh cream
Corn flour
Garlic
Salt
Mozzarella cheese
Corn flour",1994-10-12,5
643249bf362c27c707fe2c18,64316ada362c27c707fe22b5,64315e59362c27c707fe15b3,64315d86362c27c707fe1536,1,Inari Sushi,Vegetarian,Japanese,"Rice
Kombu 
Rice vinegar
Sugar
Salt
Sesame seeds
Inari age 
Ginger 
Shiso leaves",1994-10-12,1
643249bf362c27c707fe2c19,64316ada362c27c707fe22b5,64315e59362c27c707fe15e4,64315d86362c27c707fe1536,1,Giouvetsi,Non-vegetarian,Greek,"Orzo
Pasta
Cheese
Tomato
Onion
Garlic
Beef
Olive oil
Feta
Salt
Tomato paste
Black pepper
Red Wine
Cinnamon stick",1994-10-12,1
643249bf362c27c707fe2c17,64316ada362c27c707fe22b5,64315e59362c27c707fe158c,64315d86362c27c707fe1536,1,Chicken Milanese,Non-vegetarian,Italian,"Eggs
Salt
Black pepper
Flour
Bread crumbs
Chicken
Vegetable oil
Lemon",1994-10-12,1
643249be362c27c707fe27cd,64316ada362c27c707fe2149,64315e59362c27c707fe15a6,64315d86362c27c707fe155d,3,Vegetable Chow Mein,Vegetarian,Chinese,"Bell peppers
Green beans
Bok choy
Peas
Snow peas
Green onions
Mushrooms
Vegetable oil
Cabbage
Broccoli 
Carrot
Garlic 
Soy sauce
Sodium soy sauce
Oyster sauce
Noodles 
Bean sprouts
Sesame seeds",1997-09-14,1
643249be362c27c707fe27ce,64316ada362c27c707fe2149,64315e59362c27c707fe15a3,64315d86362c27c707fe155d,3,Tofu and Broccoli,Vegetarian,Chinese,"Firm tofu
Vegetable oil
Sesame oil
Broccoli florets
Vegetable broth
Garlic
Ginger
Soy sauce
Agave syrup
Rice vinegar
Sesame seeds
White rice",1997-09-14,1
643249be362c27c707fe27cf,64316ada362c27c707fe2149,64315e59362c27c707fe15e2,64315d86362c27c707fe155d,3,Greek Chickpea Soup,Vegetarian,Greek,"Chickpeas
Onion
Olive oil
Bay leaf
Oregano
Pepper
Salt
Lemons
Flour
Vegetable stock",1997-09-14,1
643249bf362c27c707fe2a4a,64316ada362c27c707fe2217,64315e59362c27c707fe15a8,64315d86362c27c707fe155d,1,Chinese Okra Salad,Vegetarian,Chinese,"Okra
Salt
Sesame oil
Sauce
Garlic 
Red pepper
Onion 
Soy sauce
Black vinegar
Salt
Sugar
Sesame oil",1997-09-14,3
643249bf362c27c707fe2a4b,64316ada362c27c707fe2217,64315e59362c27c707fe15c2,64315d86362c27c707fe155d,1,Thai Pineapple Fried Rice,Vegetarian,Tai,"Coconut oil
Eggs
Salt
Pineapple
Red bell pepper
Onions 
Garlic
Raw
Cashews
Rice
Soy sauce
Chili garlic sauce
Lime
Cilantro leaves",1997-09-14,3
643249be362c27c707fe29d5,64316ada362c27c707fe21ef,64315e59362c27c707fe15ae,64315d86362c27c707fe155d,3,Vegan Poke Bowl ,Vegetarian,Japanese,"Tamari
Soy sauce
Rice vinegar
Lime
Sambal oelek
Sesame oil
Garlic
Ginger
Cucumber
Cabbage
Avocado
Sesame seeds
Cilantro
Rice 
Dynamite Sauce",1997-09-14,5
643249be362c27c707fe29d4,64316ada362c27c707fe21ef,64315e59362c27c707fe15cd,64315d86362c27c707fe155d,3,Thai chicken curry,Non-vegetarian,Tai,"Coconut oil
Onion
Chicken
Garlic
Ginger 
Ground coriander 
Coconut milk
Carrots
Thai red curry paste 
Fresh spinach
Lime 
Brown sugar
Cilantro ",1997-09-14,5
643249be362c27c707fe29d2,64316ada362c27c707fe21ef,64315e59362c27c707fe158e,64315d86362c27c707fe155d,3,Pasta Bake with Sausage,Non-vegetarian,Italian,"Olive oil
Pork sausages
Onion
Garlic
Chilli
Tomatoes
Pasta ",1997-09-14,5
643249be362c27c707fe29d3,64316ada362c27c707fe21ef,64315e59362c27c707fe15b6,64315d86362c27c707fe155d,3, Yaki Onigiri,Vegetarian,Japanese,"Rice 
Salt
Neutral-flavored oil
Soy sauce",1997-09-14,5
643249be362c27c707fe29d1,64316ada362c27c707fe21ef,64315e59362c27c707fe159f,64315d86362c27c707fe155d,3,Confit de canard,Non-vegetarian,French,"Duck meat
Salt
Onion
Garlic
Black pepper
Thyme",1997-09-14,5
