_id,orderID,food,quantity,price
643249be362c27c707fe26b4,64316ada362c27c707fe20e8,64315e59362c27c707fe1577,9,322
643249be362c27c707fe26b5,64316ada362c27c707fe20e8,64315e59362c27c707fe15ac,7,484
643249be362c27c707fe26b6,64316ada362c27c707fe20e8,64315e59362c27c707fe158b,6,666
643249be362c27c707fe26b7,64316ada362c27c707fe20e9,64315e59362c27c707fe15a1,9,436
643249be362c27c707fe26b8,64316ada362c27c707fe20e9,64315e59362c27c707fe15c5,6,415
643249be362c27c707fe26b9,64316ada362c27c707fe20e9,64315e59362c27c707fe15b0,1,494
643249be362c27c707fe26ba,64316ada362c27c707fe20ea,64315e59362c27c707fe15e1,3,514
643249be362c27c707fe26bb,64316ada362c27c707fe20eb,64315e59362c27c707fe15b3,1,137
643249be362c27c707fe26bc,64316ada362c27c707fe20ec,64315e59362c27c707fe15c5,9,940
643249be362c27c707fe26bd,64316ada362c27c707fe20ec,64315e59362c27c707fe157e,2,599
643249be362c27c707fe26be,64316ada362c27c707fe20ec,64315e59362c27c707fe1597,1,814
643249be362c27c707fe26bf,64316ada362c27c707fe20ed,64315e59362c27c707fe15dc,2,323
643249be362c27c707fe26c0,64316ada362c27c707fe20ed,64315e59362c27c707fe15cd,9,330
643249be362c27c707fe26c1,64316ada362c27c707fe20ed,64315e59362c27c707fe15d9,5,581
643249be362c27c707fe26c2,64316ada362c27c707fe20ee,64315e59362c27c707fe157c,10,358
643249be362c27c707fe26c3,64316ada362c27c707fe20ee,64315e59362c27c707fe15e1,9,210
643249be362c27c707fe26c4,64316ada362c27c707fe20ef,64315e59362c27c707fe15b8,8,873
643249be362c27c707fe26c5,64316ada362c27c707fe20ef,64315e59362c27c707fe156f,4,260
643249be362c27c707fe26c6,64316ada362c27c707fe20ef,64315e59362c27c707fe1595,10,745
643249be362c27c707fe26c7,64316ada362c27c707fe20ef,64315e59362c27c707fe15ad,8,853
643249be362c27c707fe26c8,64316ada362c27c707fe20f0,64315e59362c27c707fe15df,4,894
643249be362c27c707fe26c9,64316ada362c27c707fe20f0,64315e59362c27c707fe15b1,3,337
643249be362c27c707fe26ca,64316ada362c27c707fe20f0,64315e59362c27c707fe15ce,7,720
643249be362c27c707fe26cb,64316ada362c27c707fe20f1,64315e59362c27c707fe1577,5,634
643249be362c27c707fe26cc,64316ada362c27c707fe20f1,64315e59362c27c707fe15ad,4,500
643249be362c27c707fe26cd,64316ada362c27c707fe20f2,64315e59362c27c707fe156d,4,713
643249be362c27c707fe26ce,64316ada362c27c707fe20f3,64315e59362c27c707fe1573,10,248
643249be362c27c707fe26cf,64316ada362c27c707fe20f3,64315e59362c27c707fe1575,8,164
643249be362c27c707fe26d0,64316ada362c27c707fe20f4,64315e59362c27c707fe15d4,6,434
643249be362c27c707fe26d1,64316ada362c27c707fe20f4,64315e59362c27c707fe158a,5,159
643249be362c27c707fe26d2,64316ada362c27c707fe20f4,64315e59362c27c707fe15b3,3,263
643249be362c27c707fe26d3,64316ada362c27c707fe20f5,64315e59362c27c707fe1591,3,951
643249be362c27c707fe26d4,64316ada362c27c707fe20f5,64315e59362c27c707fe15da,7,411
643249be362c27c707fe26d5,64316ada362c27c707fe20f5,64315e59362c27c707fe15b6,8,568
643249be362c27c707fe26d6,64316ada362c27c707fe20f6,64315e59362c27c707fe159a,3,828
643249be362c27c707fe26d7,64316ada362c27c707fe20f6,64315e59362c27c707fe159a,5,252
643249be362c27c707fe26d8,64316ada362c27c707fe20f6,64315e59362c27c707fe15a3,9,846
643249be362c27c707fe26d9,64316ada362c27c707fe20f6,64315e59362c27c707fe1591,7,459
643249be362c27c707fe26da,64316ada362c27c707fe20f6,64315e59362c27c707fe1598,6,422
643249be362c27c707fe26db,64316ada362c27c707fe20f7,64315e59362c27c707fe156b,5,390
643249be362c27c707fe26dc,64316ada362c27c707fe20f7,64315e59362c27c707fe159d,8,218
643249be362c27c707fe26dd,64316ada362c27c707fe20f8,64315e59362c27c707fe15d0,7,643
643249be362c27c707fe26de,64316ada362c27c707fe20f8,64315e59362c27c707fe1592,6,891
643249be362c27c707fe26df,64316ada362c27c707fe20f8,64315e59362c27c707fe15a8,9,798
643249be362c27c707fe26e0,64316ada362c27c707fe20f8,64315e59362c27c707fe158e,4,639
643249be362c27c707fe26e1,64316ada362c27c707fe20f8,64315e59362c27c707fe157a,1,293
643249be362c27c707fe26e2,64316ada362c27c707fe20f9,64315e59362c27c707fe15cd,3,359
643249be362c27c707fe26e3,64316ada362c27c707fe20f9,64315e59362c27c707fe15e8,1,305
643249be362c27c707fe26e4,64316ada362c27c707fe20f9,64315e59362c27c707fe15d2,3,194
643249be362c27c707fe26e5,64316ada362c27c707fe20f9,64315e59362c27c707fe15c9,1,346
643249be362c27c707fe26e6,64316ada362c27c707fe20f9,64315e59362c27c707fe15c2,2,360
643249be362c27c707fe26e7,64316ada362c27c707fe20fa,64315e59362c27c707fe1586,5,755
643249be362c27c707fe26e8,64316ada362c27c707fe20fb,64315e59362c27c707fe15c5,8,751
643249be362c27c707fe26e9,64316ada362c27c707fe20fb,64315e59362c27c707fe15d3,4,732
643249be362c27c707fe26ea,64316ada362c27c707fe20fc,64315e59362c27c707fe158a,7,919
643249be362c27c707fe26eb,64316ada362c27c707fe20fc,64315e59362c27c707fe15da,6,830
643249be362c27c707fe26ec,64316ada362c27c707fe20fc,64315e59362c27c707fe15c6,9,587
643249be362c27c707fe26ed,64316ada362c27c707fe20fc,64315e59362c27c707fe15cd,4,822
643249be362c27c707fe26ee,64316ada362c27c707fe20fd,64315e59362c27c707fe1587,8,546
643249be362c27c707fe26ef,64316ada362c27c707fe20fd,64315e59362c27c707fe15d2,1,871
643249be362c27c707fe26f0,64316ada362c27c707fe20fd,64315e59362c27c707fe156e,6,969
643249be362c27c707fe26f1,64316ada362c27c707fe20fe,64315e59362c27c707fe15ae,10,640
643249be362c27c707fe26f2,64316ada362c27c707fe20ff,64315e59362c27c707fe15db,3,136
643249be362c27c707fe26f3,64316ada362c27c707fe20ff,64315e59362c27c707fe15e6,7,146
643249be362c27c707fe26f4,64316ada362c27c707fe20ff,64315e59362c27c707fe1591,6,785
643249be362c27c707fe26f5,64316ada362c27c707fe20ff,64315e59362c27c707fe15cf,7,236
643249be362c27c707fe26f6,64316ada362c27c707fe2100,64315e59362c27c707fe15e1,5,911
643249be362c27c707fe26f7,64316ada362c27c707fe2100,64315e59362c27c707fe15d6,4,849
643249be362c27c707fe26f8,64316ada362c27c707fe2100,64315e59362c27c707fe1581,8,274
643249be362c27c707fe26f9,64316ada362c27c707fe2100,64315e59362c27c707fe15cf,6,839
643249be362c27c707fe26fa,64316ada362c27c707fe2100,64315e59362c27c707fe1575,6,533
643249be362c27c707fe26fb,64316ada362c27c707fe2101,64315e59362c27c707fe159c,9,991
643249be362c27c707fe26fc,64316ada362c27c707fe2102,64315e59362c27c707fe15d0,9,960
643249be362c27c707fe26fd,64316ada362c27c707fe2103,64315e59362c27c707fe1577,7,752
643249be362c27c707fe26fe,64316ada362c27c707fe2103,64315e59362c27c707fe1578,5,154
643249be362c27c707fe26ff,64316ada362c27c707fe2104,64315e59362c27c707fe15e2,6,304
643249be362c27c707fe2700,64316ada362c27c707fe2104,64315e59362c27c707fe15dc,3,248
643249be362c27c707fe2701,64316ada362c27c707fe2104,64315e59362c27c707fe15b4,3,297
643249be362c27c707fe2702,64316ada362c27c707fe2105,64315e59362c27c707fe15ce,5,766
643249be362c27c707fe2703,64316ada362c27c707fe2105,64315e59362c27c707fe1582,10,251
643249be362c27c707fe2704,64316ada362c27c707fe2105,64315e59362c27c707fe1587,3,573
643249be362c27c707fe2705,64316ada362c27c707fe2105,64315e59362c27c707fe15b0,10,740
643249be362c27c707fe2706,64316ada362c27c707fe2106,64315e59362c27c707fe15a3,9,392
643249be362c27c707fe2707,64316ada362c27c707fe2107,64315e59362c27c707fe15b0,3,975
643249be362c27c707fe2708,64316ada362c27c707fe2107,64315e59362c27c707fe157c,10,750
643249be362c27c707fe2709,64316ada362c27c707fe2107,64315e59362c27c707fe15d7,9,622
643249be362c27c707fe270a,64316ada362c27c707fe2107,64315e59362c27c707fe15c1,7,378
643249be362c27c707fe270b,64316ada362c27c707fe2107,64315e59362c27c707fe15aa,5,748
643249be362c27c707fe270c,64316ada362c27c707fe2108,64315e59362c27c707fe15c0,7,890
643249be362c27c707fe270d,64316ada362c27c707fe2108,64315e59362c27c707fe159a,6,190
643249be362c27c707fe270e,64316ada362c27c707fe2108,64315e59362c27c707fe15d1,10,373
643249be362c27c707fe270f,64316ada362c27c707fe2108,64315e59362c27c707fe156f,9,154
643249be362c27c707fe2710,64316ada362c27c707fe2109,64315e59362c27c707fe159e,2,905
643249be362c27c707fe2711,64316ada362c27c707fe2109,64315e59362c27c707fe158a,7,835
643249be362c27c707fe2712,64316ada362c27c707fe210a,64315e59362c27c707fe15be,4,635
643249be362c27c707fe2713,64316ada362c27c707fe210a,64315e59362c27c707fe15c3,7,491
643249be362c27c707fe2714,64316ada362c27c707fe210a,64315e59362c27c707fe15ad,4,561
643249be362c27c707fe2715,64316ada362c27c707fe210b,64315e59362c27c707fe15a1,5,376
643249be362c27c707fe2716,64316ada362c27c707fe210b,64315e59362c27c707fe157c,9,330
643249be362c27c707fe2717,64316ada362c27c707fe210b,64315e59362c27c707fe157c,6,306
643249be362c27c707fe2718,64316ada362c27c707fe210b,64315e59362c27c707fe15c6,6,769
643249be362c27c707fe2719,64316ada362c27c707fe210c,64315e59362c27c707fe15e5,9,970
643249be362c27c707fe271a,64316ada362c27c707fe210c,64315e59362c27c707fe15e0,7,266
643249be362c27c707fe271b,64316ada362c27c707fe210d,64315e59362c27c707fe15ae,9,461
643249be362c27c707fe271c,64316ada362c27c707fe210d,64315e59362c27c707fe15d5,10,959
643249be362c27c707fe271d,64316ada362c27c707fe210d,64315e59362c27c707fe1583,9,645
643249be362c27c707fe271e,64316ada362c27c707fe210d,64315e59362c27c707fe15b2,8,404
643249be362c27c707fe271f,64316ada362c27c707fe210d,64315e59362c27c707fe15e8,9,924
643249be362c27c707fe2720,64316ada362c27c707fe210e,64315e59362c27c707fe156d,10,120
643249be362c27c707fe2721,64316ada362c27c707fe210e,64315e59362c27c707fe1574,7,859
643249be362c27c707fe2722,64316ada362c27c707fe210e,64315e59362c27c707fe15d6,2,998
643249be362c27c707fe2723,64316ada362c27c707fe210e,64315e59362c27c707fe15cd,7,281
643249be362c27c707fe2724,64316ada362c27c707fe210f,64315e59362c27c707fe15d9,3,202
643249be362c27c707fe2725,64316ada362c27c707fe210f,64315e59362c27c707fe1595,3,612
643249be362c27c707fe2726,64316ada362c27c707fe210f,64315e59362c27c707fe15d3,5,949
643249be362c27c707fe2727,64316ada362c27c707fe210f,64315e59362c27c707fe1578,1,460
643249be362c27c707fe2728,64316ada362c27c707fe2110,64315e59362c27c707fe15cf,10,522
643249be362c27c707fe2729,64316ada362c27c707fe2110,64315e59362c27c707fe158e,6,303
643249be362c27c707fe272a,64316ada362c27c707fe2110,64315e59362c27c707fe1576,6,832
643249be362c27c707fe272b,64316ada362c27c707fe2111,64315e59362c27c707fe15b8,1,906
643249be362c27c707fe272c,64316ada362c27c707fe2112,64315e59362c27c707fe15c0,4,495
643249be362c27c707fe272d,64316ada362c27c707fe2112,64315e59362c27c707fe15dd,6,194
643249be362c27c707fe272e,64316ada362c27c707fe2113,64315e59362c27c707fe1576,10,570
643249be362c27c707fe272f,64316ada362c27c707fe2114,64315e59362c27c707fe15dd,1,361
643249be362c27c707fe2730,64316ada362c27c707fe2114,64315e59362c27c707fe15ae,5,819
643249be362c27c707fe2731,64316ada362c27c707fe2114,64315e59362c27c707fe15d2,1,220
643249be362c27c707fe2732,64316ada362c27c707fe2114,64315e59362c27c707fe158c,1,268
643249be362c27c707fe2733,64316ada362c27c707fe2114,64315e59362c27c707fe15c0,5,158
643249be362c27c707fe2734,64316ada362c27c707fe2115,64315e59362c27c707fe157b,2,967
643249be362c27c707fe2735,64316ada362c27c707fe2116,64315e59362c27c707fe159c,10,475
643249be362c27c707fe2736,64316ada362c27c707fe2117,64315e59362c27c707fe15b9,4,977
643249be362c27c707fe2737,64316ada362c27c707fe2117,64315e59362c27c707fe15dd,1,541
643249be362c27c707fe2738,64316ada362c27c707fe2118,64315e59362c27c707fe15cf,1,691
643249be362c27c707fe2739,64316ada362c27c707fe2119,64315e59362c27c707fe15da,3,802
643249be362c27c707fe273a,64316ada362c27c707fe2119,64315e59362c27c707fe15be,8,994
643249be362c27c707fe273b,64316ada362c27c707fe211a,64315e59362c27c707fe15c5,9,820
643249be362c27c707fe273c,64316ada362c27c707fe211b,64315e59362c27c707fe156f,8,908
643249be362c27c707fe273d,64316ada362c27c707fe211b,64315e59362c27c707fe15da,3,146
643249be362c27c707fe273e,64316ada362c27c707fe211c,64315e59362c27c707fe15bb,10,768
643249be362c27c707fe273f,64316ada362c27c707fe211c,64315e59362c27c707fe15d9,5,827
643249be362c27c707fe2740,64316ada362c27c707fe211c,64315e59362c27c707fe15d1,8,922
643249be362c27c707fe2741,64316ada362c27c707fe211d,64315e59362c27c707fe15c0,6,798
643249be362c27c707fe2742,64316ada362c27c707fe211d,64315e59362c27c707fe157e,5,973
643249be362c27c707fe2743,64316ada362c27c707fe211d,64315e59362c27c707fe15e5,10,997
643249be362c27c707fe2744,64316ada362c27c707fe211d,64315e59362c27c707fe1599,5,665
643249be362c27c707fe2745,64316ada362c27c707fe211d,64315e59362c27c707fe15e4,2,209
643249be362c27c707fe2746,64316ada362c27c707fe211e,64315e59362c27c707fe15df,7,143
643249be362c27c707fe2747,64316ada362c27c707fe211e,64315e59362c27c707fe15a6,5,322
643249be362c27c707fe2748,64316ada362c27c707fe211e,64315e59362c27c707fe15ea,7,284
643249be362c27c707fe2749,64316ada362c27c707fe211f,64315e59362c27c707fe1593,6,839
643249be362c27c707fe274a,64316ada362c27c707fe211f,64315e59362c27c707fe1589,4,614
643249be362c27c707fe274b,64316ada362c27c707fe211f,64315e59362c27c707fe15c8,5,512
643249be362c27c707fe274c,64316ada362c27c707fe211f,64315e59362c27c707fe158b,3,443
643249be362c27c707fe274d,64316ada362c27c707fe211f,64315e59362c27c707fe1573,7,500
643249be362c27c707fe274e,64316ada362c27c707fe2120,64315e59362c27c707fe158f,2,563
643249be362c27c707fe274f,64316ada362c27c707fe2120,64315e59362c27c707fe15e2,1,500
643249be362c27c707fe2750,64316ada362c27c707fe2120,64315e59362c27c707fe15d4,7,855
643249be362c27c707fe2751,64316ada362c27c707fe2120,64315e59362c27c707fe15d7,1,609
643249be362c27c707fe2752,64316ada362c27c707fe2121,64315e59362c27c707fe1590,2,149
643249be362c27c707fe2753,64316ada362c27c707fe2121,64315e59362c27c707fe157a,9,276
643249be362c27c707fe2754,64316ada362c27c707fe2121,64315e59362c27c707fe1574,10,443
643249be362c27c707fe2755,64316ada362c27c707fe2121,64315e59362c27c707fe15d7,10,472
643249be362c27c707fe2756,64316ada362c27c707fe2122,64315e59362c27c707fe15ca,6,315
643249be362c27c707fe2757,64316ada362c27c707fe2122,64315e59362c27c707fe157a,3,262
643249be362c27c707fe2758,64316ada362c27c707fe2122,64315e59362c27c707fe15ba,6,672
643249be362c27c707fe2759,64316ada362c27c707fe2122,64315e59362c27c707fe15a9,4,115
643249be362c27c707fe275a,64316ada362c27c707fe2122,64315e59362c27c707fe15af,5,708
643249be362c27c707fe275b,64316ada362c27c707fe2123,64315e59362c27c707fe15ae,7,864
643249be362c27c707fe275c,64316ada362c27c707fe2123,64315e59362c27c707fe15a3,4,210
643249be362c27c707fe275d,64316ada362c27c707fe2123,64315e59362c27c707fe15c2,2,141
643249be362c27c707fe275e,64316ada362c27c707fe2124,64315e59362c27c707fe1577,9,156
643249be362c27c707fe275f,64316ada362c27c707fe2124,64315e59362c27c707fe1593,2,356
643249be362c27c707fe2760,64316ada362c27c707fe2124,64315e59362c27c707fe1575,4,216
643249be362c27c707fe2761,64316ada362c27c707fe2124,64315e59362c27c707fe157f,6,226
643249be362c27c707fe2762,64316ada362c27c707fe2124,64315e59362c27c707fe15db,5,540
643249be362c27c707fe2763,64316ada362c27c707fe2125,64315e59362c27c707fe1596,5,110
643249be362c27c707fe2764,64316ada362c27c707fe2126,64315e59362c27c707fe15b2,3,107
643249be362c27c707fe2765,64316ada362c27c707fe2126,64315e59362c27c707fe15b1,10,307
643249be362c27c707fe2766,64316ada362c27c707fe2126,64315e59362c27c707fe1581,10,276
643249be362c27c707fe2767,64316ada362c27c707fe2126,64315e59362c27c707fe158e,10,520
643249be362c27c707fe2768,64316ada362c27c707fe2127,64315e59362c27c707fe158f,4,424
643249be362c27c707fe2769,64316ada362c27c707fe2128,64315e59362c27c707fe1570,3,882
643249be362c27c707fe276a,64316ada362c27c707fe2128,64315e59362c27c707fe15d6,9,873
643249be362c27c707fe276b,64316ada362c27c707fe2128,64315e59362c27c707fe1580,6,498
643249be362c27c707fe276c,64316ada362c27c707fe2129,64315e59362c27c707fe15d0,5,377
643249be362c27c707fe276d,64316ada362c27c707fe2129,64315e59362c27c707fe156b,2,365
643249be362c27c707fe276e,64316ada362c27c707fe2129,64315e59362c27c707fe15e8,8,785
643249be362c27c707fe276f,64316ada362c27c707fe2129,64315e59362c27c707fe15de,2,123
643249be362c27c707fe2770,64316ada362c27c707fe2129,64315e59362c27c707fe15b1,10,200
643249be362c27c707fe2771,64316ada362c27c707fe212a,64315e59362c27c707fe15e6,3,919
643249be362c27c707fe2772,64316ada362c27c707fe212a,64315e59362c27c707fe157d,7,915
643249be362c27c707fe2773,64316ada362c27c707fe212a,64315e59362c27c707fe15e2,3,701
643249be362c27c707fe2774,64316ada362c27c707fe212b,64315e59362c27c707fe15e1,3,561
643249be362c27c707fe2775,64316ada362c27c707fe212b,64315e59362c27c707fe15e8,6,396
643249be362c27c707fe2776,64316ada362c27c707fe212b,64315e59362c27c707fe1575,7,272
643249be362c27c707fe2777,64316ada362c27c707fe212b,64315e59362c27c707fe157c,2,945
643249be362c27c707fe2778,64316ada362c27c707fe212b,64315e59362c27c707fe1588,5,576
643249be362c27c707fe2779,64316ada362c27c707fe212c,64315e59362c27c707fe15d2,5,263
643249be362c27c707fe277a,64316ada362c27c707fe212c,64315e59362c27c707fe1591,10,818
643249be362c27c707fe277b,64316ada362c27c707fe212c,64315e59362c27c707fe157e,10,469
